State,District,City,State_Encoded
Kerala,Kannur,Iriveri,17
Tamil Nadu,Coimbatore,Irugur,30
Madhya Pradesh,Guna,Isagarh,19
Uttar Pradesh,Budaun,Islamnagar,32
West Bengal,Uttar Dinajpur,Islampur,34
Bihar,Nalanda,Islampur,4
Andhra Pradesh,Medak,Isnapur,1
Jharkhand,Giridih,Isri,15
Arunachal Pradesh,Papum Pare,Itanagar,2
Madhya Pradesh,Hoshangabad,Itarsi,19
Uttar Pradesh,Lucknow,Itaunja,32
Madhya Pradesh,Jabalpur,Jabalpur,19
Madhya Pradesh,Jabalpur,Jabalpur Cantt.,19
Jharkhand,Purbi Singhbhum,Jadugora,15
Uttar Pradesh,Jaunpur,Jafarabad,32
West Bengal,North Twentyfour Parganas,Jafarpur,34
Delhi *,North East,Jaffrabad,9
Tamil Nadu,Vellore,Jaffrabad,30
Gujarat,Amreli,Jafrabad,11
West Bengal,Nadia,Jagadanandapur,34
Haryana,Yamunanagar,Jagadhri,12
West Bengal,Haora,Jagadishpur,34
Karnataka,Davanagere,Jagalur,16
Tamil Nadu,The Nilgiris,Jagathala,30
Orissa,Jagatsinghapur,Jagatsinghapur,25
Chhattisgarh,Bastar,Jagdalpur,6
Bihar,Bhojpur,Jagdishpur,4
Andhra Pradesh,Krishna,Jaggayyapet,1
Assam,Marigaon,Jagiroad,3
Uttar Pradesh,Agra,Jagner,32
Punjab,Ludhiana,Jagraon,27
West Bengal,Murshidabad,Jagtaj,34
Andhra Pradesh,Karimnagar,Jagtial,1
Uttar Pradesh,Pilibhit,Jahanabad,32
Uttar Pradesh,Bulandshahr,Jahangirabad,32
Uttar Pradesh,Gautam Buddha Nagar,Jahangirpur,32
Rajasthan,Bhilwara,Jahazpur,28
Bihar,Madhubani,Jainagar,4
Rajasthan,Jaipur,Jaipur,28
Arunachal Pradesh,Changlang,Jairampur,2
Uttar Pradesh,Rae Bareli,Jais,32
Rajasthan,Jaisalmer,Jaisalmer,28
Madhya Pradesh,Shahdol,Jaisinghnagar,19
Rajasthan,Pali,Jaitaran,28
Uttar Pradesh,Etah,Jaithara,32
Madhya Pradesh,Shahdol,Jaithari,19
Punjab,Faridkot,Jaitu,27
Madhya Pradesh,Satna,Jaitwara,19
Orissa,Jajapur,Jajapur,25
Haryana,Fatehabad,Jakhal Mandi,12
West Bengal,Haora,Jala Kendua,34
Tamil Nadu,Salem,Jalakandapuram,30
Uttar Pradesh,Muzaffarnagar,Jalalabad,32
Uttar Pradesh,Bijnor,Jalalabad,32
Punjab,Firozpur,Jalalabad,27
Uttar Pradesh,Shahjahanpur,Jalalabad,32
Uttar Pradesh,Aligarh,Jalali,32
Gujarat,Navsari,Jalalpore,11
Uttar Pradesh,Ambedaker Nagar,Jalalpur,32
Punjab,Jalandhar,Jalandhar,27
Punjab,Jalandhar,Jalandhar Cantt.,27
Uttar Pradesh,Jalaun,Jalaun,32
Orissa,Sundargarh,Jalda,25
Uttar Pradesh,Etah,Jalesar,32
Orissa,Baleshwar,Jaleswar,25
Maharashtra,Jalgaon,Jalgaon,20
Maharashtra,Ratnagiri,Jalgaon,20
Maharashtra,Buldana,Jalgaon (Jamod),20
Tamil Nadu,Kancheepuram,Jalladiampet,30
Andhra Pradesh,Karimnagar,Jallaram Kamanpur,1
Maharashtra,Jalna,Jalna,20
Rajasthan,Jalor,Jalor,28
West Bengal,Jalpaiguri,Jalpaiguri,34
Gujarat,Jamnagar,Jam Jodhpur,11
Jharkhand,Dhanbad,Jamadoba,15
Madhya Pradesh,Chhindwara,Jamai,19
Bihar,Munger,Jamalpur,4
Tamil Nadu,Erode,Jambai,30
Gujarat,Bharuch,Jambusar,11
Bihar,Aurangabad,Jamhaur,4
Karnataka,Bagalkot,Jamkhandi,16
Maharashtra,Ahmadnagar,Jamkhed,20
Andhra Pradesh,Cuddapah,Jammalamadugu,1
Jammu & Kashmir,Jammu,Jammu,14
Jammu & Kashmir,Jammu,Jammu Cantonment,14
Gujarat,Jamnagar,Jamnagar,11
Jharkhand,Purbi Singhbhum,Jamshedpur,15
Uttar Pradesh,Sonbhadra,Jamshila,32
Jharkhand,Dumka,Jamtara,15
Bihar,Jamui,Jamui,4
Chhattisgarh,Durg,Jamul,6
West Bengal,Barddhaman,Jamuria,34
Bihar,Sitamarhi,Janakpur Road,4
Punjab,Amritsar,Jandiala,27
Punjab,Jalandhar,Jandiala,27
Andhra Pradesh,Warangal,Jangaon,1
West Bengal,Murshidabad,Jangipur,34
Uttar Pradesh,Ghazipur,Jangipur,32
Uttar Pradesh,Muzaffarnagar,Jansath,32
Madhya Pradesh,Ratlam,Jaora,19
Jharkhand,Bokaro,Jaridih Bazar,15
Andhra Pradesh,Vizianagaram,Jarjapupeta,1
Uttar Pradesh,Bahraich,Jarwal,32
Gujarat,Rajkot,Jasdan,11
Chhattisgarh,Jashpur,Jashpur Nagar,6
Jharkhand,Deoghar,Jasidih,15
Uttaranchal,Udham Singh Nagar,Jaspur,33
Uttar Pradesh,Firozabad,Jasrana,32
Uttar Pradesh,Etawah,Jaswantnagar,32
Madhya Pradesh,Chhindwara,Jata Chhapar,19
Orissa,Khordha,Jatani,25
Madhya Pradesh,Tikamgarh,Jatara,19
Uttar Pradesh,Aligarh,Jatari,32
Uttar Pradesh,Jaunpur,Jaunpur,32
Madhya Pradesh,Neemuch,Jawad,19
Gujarat,Vadodara,Jawaharnagar (Gujarat Refinery),11
Meghalaya,Jaintia Hills,Jawai,22
Himachal Pradesh,Kangra,Jawalamukhi,13
Madhya Pradesh,Sehore,Jawar,19
Maharashtra,Thane,Jawhar,20
Tamil Nadu,Ariyalur,Jayankondam,30
West Bengal,Jalpaiguri,Jaygaon,34
West Bengal,South Twentyfour Parganas,Jaynagar Mazilpur,34
Maharashtra,Kolhapur,Jaysingpur,20
Bihar,Jehanabad,Jehanabad,4
Maharashtra,Pune,Jejuri,20
West Bengal,Barddhaman,Jemari,34
West Bengal,Barddhaman,Jemari  (J.K. Nagar Township),34
Jharkhand,Bokaro,Jena,15
Madhya Pradesh,Tikamgarh,Jeron Khalsa,19
West Bengal,North Twentyfour Parganas,Jetia,34
Gujarat,Rajkot,Jetpur Navagadh,11
Karnataka,Gulbarga,Jevargi,16
Uttar Pradesh,Gautam Buddha Nagar,Jewar,32
Orissa,Koraput,Jeypur,25
Uttaranchal,Hardwar,Jhabrera,33
Madhya Pradesh,Jhabua,Jhabua,19
Chhattisgarh,Koriya,Jhagrakhand,6
Bihar,Jamui,Jhajha,4
Haryana,Jhajjar,Jhajjar,12
Rajasthan,Jhalawar,Jhalawar,28
West Bengal,Puruliya,Jhalda,34
Rajasthan,Jhalawar,Jhalrapatan,28
Uttar Pradesh,Bijnor,Jhalu,32
Bihar,Madhubani,Jhanjharpur,4
Uttar Pradesh,Jhansi,Jhansi,32
Uttar Pradesh,Jhansi,Jhansi Rly. Settlement,32
West Bengal,Medinipur,Jhargram,34
Jharkhand,Dhanbad,Jharia,15
Jharkhand,Dhanbad,Jharia Khas,15
Delhi *,North,Jharoda Majra Burari,9
Orissa,Jharsuguda,Jharsuguda,25
Uttar Pradesh,Kanpur Dehat,Jhinjhak,32
Uttar Pradesh,Muzaffarnagar,Jhinjhana,32
Jharkhand,Pashchimi Singhbhum,Jhinkpani,15
West Bengal,Haora,Jhorhat,34
Orissa,Kendujhar,Jhumpura,25
Jharkhand,Kodarma,Jhumri Tilaiya,15
Madhya Pradesh,Morena,Jhundpura,19
Rajasthan,Jhunjhunun,Jhunjhunun,28
Uttar Pradesh,Allahabad,Jhusi,32
Uttar Pradesh,Allahabad,Jhusi Kohna,32
West Bengal,Murshidabad,Jiaganj Azimganj,34
Haryana,Jind,Jind,12
Maharashtra,Parbhani,Jintur,20
Madhya Pradesh,Neemuch,Jiran,19
Madhya Pradesh,Rajgarh,Jirapur,19
Manipur,Imphal East,Jiribam,21
Delhi *,North East,Jiwan Pur Alias Johri Pur,9
Uttar Pradesh,Azamgarh,Jiyanpur,32
Madhya Pradesh,Jhabua,Jobat,19
Rajasthan,Jaipur,Jobner,28
Orissa,Kendujhar,Joda,25
Gujarat,Ahmadabad,Jodhpur,11
Rajasthan,Jodhpur,Jodhpur,28
Karnataka,Shimoga,Jog Falls,16
Bihar,Araria,Jogbani,4
Tripura,West Tripura,Jogendranagar,31
Himachal Pradesh,Mandi,Jogindarnagar,13
Tamil Nadu,Vellore,Jolarpet,30
Delhi *,South,Jona Pur,9
Assam,Dhemaji,Jonai Bazar,3
Jharkhand,Dhanbad,Jorapokhar,15
Sikkim,South,Jorethang,29
Assam,Jorhat,Jorhat,3
Uttaranchal,Chamoli,Joshimath,33
Gujarat,Junagadh,Joshipura,11
West Bengal,Murshidabad,Jot Kamal,34
Madhya Pradesh,Morena,Joura,19
Jammu & Kashmir,Jammu,Jourian,14
Uttar Pradesh,Jyotiba Phule Nagar,Joya,32
Himachal Pradesh,Shimla,Jubbal,13
Punjab,Gurdaspur,Jugial,27
Jharkhand,Purbi Singhbhum,Jugsalai,15
Haryana,Jind,Julana,12
Gujarat,Junagadh,Junagadh,11
Orissa,Kalahandi,Junagarh,25
Maharashtra,Pune,Junnar,20
Himachal Pradesh,Shimla,Jutogh,13
Uttar Pradesh,Mainpuri,Jyoti Khuria,32
Maharashtra,Kolhapur,Kabnur,20
Uttar Pradesh,Mahoba,Kabrai,32
Uttar Pradesh,Hardoi,Kachhauna Patseni,32
Uttar Pradesh,Budaun,Kachhla,32
Uttar Pradesh,Mirzapur,Kachhwa,32
Uttaranchal,Udham Singh Nagar,Kachnal Gosain,33
West Bengal,Maldah,Kachu Pukur,34
Kerala,Kannur,Kadachira,17
Kerala,Ernakulam,Kadamakkudy,17
Tamil Nadu,Toothukudi,Kadambur,30
Tamil Nadu,Dharmapuri,Kadathur,30
Uttar Pradesh,Jalaun,Kadaura,32
Tamil Nadu,Kanniyakumari,Kadayal,30
Tamil Nadu,Salem,Kadayampatti,30
Tamil Nadu,Tirunelveli,Kadayanallur,30
Gujarat,Mahesana,Kadi,11
Uttar Pradesh,Sultanpur,Kadipur,32
Andhra Pradesh,Anantapur,Kadiri,1
Kerala,Kannur,Kadirur,17
Gujarat,Surat,Kadodara,11
Kerala,Ernakulam,Kadungalloor,17
Karnataka,Chikmagalur,Kadur,16
Maharashtra,Kolhapur,Kagal,20
Andhra Pradesh,Adilabad,Kaghaznagar,1
Madhya Pradesh,Morena,Kailaras,19
Tripura,North Tripura,Kailasahar,31
Uttar Pradesh,Saharanpur,Kailashpur,32
Jharkhand,Dhanbad,Kailudih,15
Uttar Pradesh,Farrukhabad,Kaimganj,32
Uttar Pradesh,Muzaffarnagar,Kairana,32
Haryana,Kaithal,Kaithal,12
Rajasthan,Kota,Kaithoon,28
West Bengal,Barddhaman,Kajora,34
Madhya Pradesh,Panna,Kakarhati,19
Manipur,Thoubal,Kakching,21
Manipur,Thoubal,Kakching Khunou,21
West Bengal,Medinipur,Kakdihi,34
Uttar Pradesh,Bareilly,Kakgaina,32
Andhra Pradesh,East Godavari,Kakinada,1
Uttar Pradesh,Gautam Buddha Nagar,Kakod,32
Uttar Pradesh,Lucknow,Kakori,32
Uttar Pradesh,Budaun,Kakrala,32
Uttaranchal,Nainital,Kaladungi,33
Tamil Nadu,Tirunelveli,Kalakkad,30
Kerala,Ernakulam,Kalamassery,17
Maharashtra,Osmanabad,Kalamb,20
Maharashtra,Kolhapur,Kalambe Turf Thane,20
Tamil Nadu,Tiruvanamalai,Kalambur,30
Maharashtra,Nagpur,Kalameshwar,20
Maharashtra,Hingoli,Kalamnuri,20
Haryana,Sirsa,Kalan Wali,12
Punjab,Gurdaspur,Kalanaur,27
Haryana,Rohtak,Kalanaur,12
Tamil Nadu,Coimbatore,Kalapatti,30
Tamil Nadu,Namakkal,Kalappanaickenpatti,30
West Bengal,Haora,Kalara,34
Gujarat,Jamnagar,Kalavad,11
Tamil Nadu,Vellore,Kalavai,30
Haryana,Kaithal,Kalayat,12
Karnataka,Dharwad,Kalghatgi,16
Gujarat,Ahmadabad,Kali,11
Madhya Pradesh,Chhindwara,Kali Chhapar,19
West Bengal,Uttar Dinajpur,Kaliaganj,34
Jharkhand,Pashchimi Singhbhum,Kalikapur,15
West Bengal,Darjiling,Kalimpong,34
Uttar Pradesh,Pilibhit,Kalinagar,32
Tamil Nadu,Vellore,Kalinjur,30
Tamil Nadu,Kanniyakumari,Kaliyakkavilai,30
Haryana,Panchkula,Kalka,12
Tamil Nadu,Tirunelveli,Kalladaikurichi,30
Tamil Nadu,Viluppuram,Kallakkurichi,30
Tamil Nadu,Tiruchirappalli,Kallakudi,30
Kerala,Kannur,Kalliasseri,17
Tamil Nadu,Kanniyakumari,Kallukuttam,30
Andhra Pradesh,Kurnool,Kallur,1
West Bengal,Barddhaman,Kalna,34
Gujarat,Gandhinagar,Kalol,11
Gujarat,Panch Mahals,Kalol,11
Gujarat,Gandhinagar,Kalol Ina,11
Gujarat,Panch Mahals,Kalol Ina,11
Kerala,Wayanad,Kalpetta,17
Uttar Pradesh,Jalaun,Kalpi,32
Tamil Nadu,Toothukudi,Kalugumalai,30
Maharashtra,Raigarh,Kalundre,20
Maharashtra,Thane,Kalyan-Dombivali,20
Andhra Pradesh,Anantapur,Kalyandurg,1
West Bengal,Nadia,Kalyani,34
Orissa,Dhenkanal,Kamakshyanagar,25
Karnataka,Bellary,Kamalapuram,16
Uttar Pradesh,Farrukhabad,Kamalganj,32
Tripura,Dhalai,Kamalpur,31
Rajasthan,Bharatpur,Kaman,28
Andhra Pradesh,Nizamabad,Kamareddy,1
West Bengal,North Twentyfour Parganas,Kamarhati,34
Tamil Nadu,Theni,Kamayagoundanpatti,30
Tamil Nadu,Dharmapuri,Kambainallur,30
Tamil Nadu,Theni,Kambam,30
Uttar Pradesh,Farrukhabad,Kampil,32
Karnataka,Bellary,Kampli,16
Maharashtra,Nagpur,Kamptee,20
Assam,Nagaon,Kampur Town,3
Tamil Nadu,Ramanathapuram,Kamuthi,30
Madhya Pradesh,Shajapur,Kanad,19
Tamil Nadu,Sivaganga,Kanadukathan,30
West Bengal,Hugli,Kanaipur,34
Karnataka,Bangalore Rural,Kanakapura,16
Tamil Nadu,Coimbatore,Kanakkampalayam,30
Assam,Cachar,Kanakpur Part-Ii,3
Tamil Nadu,Toothukudi,Kanam,30
Andhra Pradesh,Vizianagaram,Kanapaka,1
Tripura,Dhalai,Kanchanpur,31
Tamil Nadu,Kancheepuram,Kancheepuram,30
West Bengal,North Twentyfour Parganas,Kanchrapara,34
Tamil Nadu,Sivaganga,Kandanur,30
Maharashtra,Jalgaon,Kandari,20
Maharashtra,Nanded,Kandhar,20
Uttar Pradesh,Muzaffarnagar,Kandhla,32
West Bengal,Murshidabad,Kandi,34
Gujarat,Kachchh,Kandla,11
Jharkhand,Pashchimi Singhbhum,Kandra,15
Maharashtra,Nagpur,Kandri,20
Andhra Pradesh,Prakasam,Kandukur,1
Uttar Pradesh,Varanasi,Kandwa,32
Tamil Nadu,Coimbatore,Kangayampalayam,30
Tamil Nadu,Erode,Kangeyam,30
Tamil Nadu,Vellore,Kangeyanallur,30
Himachal Pradesh,Kangra,Kangra,13
Karnataka,Belgaum,Kangrali (Bk),16
Karnataka,Belgaum,Kangrali (Kh),16
Maharashtra,Nagpur,Kanhan (Pipri),20
Kerala,Kasaragod,Kanhangad,17
Kerala,Kannur,Kanhirode,17
Haryana,Mahendragarh,Kanina,12
Tamil Nadu,Coimbatore,Kaniyur,30
Delhi *,North West,Kanjhawala,9
Kerala,Alappuzha,Kanjikkuzhi,17
Tamil Nadu,Erode,Kanjikoil,30
Maharashtra,Sindhudurg,Kankavli,20
Jharkhand,Ranchi,Kanke,15
Chhattisgarh,Kanker,Kanker,6
West Bengal,Murshidabad,Kankuria,34
Maharashtra,Aurangabad,Kannad,20
Tamil Nadu,Madurai,Kannadendal,30
Kerala,Kannur,Kannadiparamba,17
Tamil Nadu,Tiruvanamalai,Kannamangalam,30
Tamil Nadu,Coimbatore,Kannampalayam,30
Tamil Nadu,Salem,Kannankurichi,30
Kerala,Kannur,Kannapuram,17
Uttar Pradesh,Kannauj,Kannauj,32
Tamil Nadu,Erode,Kannivadi,30
Tamil Nadu,Dindigul,Kannivadi,30
Tamil Nadu,Kanniyakumari,Kanniyakumari,30
Madhya Pradesh,Dewas,Kannod,19
Kerala,Kannur,Kannur,17
Karnataka,Dakshina Kannada,Kannur,16
Kerala,Kannur,Kannur Cantonment,17
Gujarat,Banas Kantha,Kanodar,11
Rajasthan,Udaipur,Kanor,28
Uttar Pradesh,Kanpur Nagar,Kanpur,32
Haryana,Yamunanagar,Kansepur,12
Andhra Pradesh,Visakhapatnam,Kantabamsuguda,1
Orissa,Balangir,Kantabanji,25
Madhya Pradesh,Dewas,Kantaphod,19
Uttar Pradesh,Moradabad,Kanth,32
Uttar Pradesh,Shahjahanpur,Kanth,32
Bihar,Muzaffarpur,Kanti,4
Orissa,Nayagarh,Kantilo,25
West Bengal,Haora,Kantlia,34
Andhra Pradesh,Krishna,Kanuru,1
West Bengal,South Twentyfour Parganas,Kanyanagar,34
Gujarat,Kheda,Kapadvanj,11
Delhi *,South West,Kapas Hera,9
Rajasthan,Chittaurgarh,Kapasan,28
Tamil Nadu,Kanniyakumari,Kappiyarai,30
Andhra Pradesh,Rangareddi,Kapra,1
Rajasthan,Bundi,Kaprain,28
Uttar Pradesh,Kushinagar,Kaptanganj,32
Punjab,Kapurthala,Kapurthala,27
Gujarat,Vadodara,Karachiya,11
Maharashtra,Satara,Karad,20
Pondicherry *,Karaikal,Karaikal,26
Tamil Nadu,Sivaganga,Karaikkudi,30
Tamil Nadu,Coimbatore,Karamadai,30
Tamil Nadu,Thiruvallur,Karambakkam,30
Tamil Nadu,Pudukkottai,Karambakkudi,30
Gujarat,Anand,Karamsad,11
Maharashtra,Washim,Karanja,20
Maharashtra,Satara,Karanje Turf Satara,20
Orissa,Mayurbhanj,Karanjia,25
Rajasthan,Ganganagar,Karanpur,28
Uttar Pradesh,Kaushambi,Karari,32
Rajasthan,Karauli,Karauli,28
Delhi *,North East,Karawal Nagar,9
Haryana,Ambala,Kardhan,12
Madhya Pradesh,Narsimhapur,Kareli,19
Madhya Pradesh,Shivpuri,Karera,19
Jammu & Kashmir,Kargil,Kargil,14
Uttar Pradesh,Mainpuri,Karhal,32
Madhya Pradesh,Tikamgarh,Kari,19
Tamil Nadu,Dharmapuri,Kariamangalam,30
Tamil Nadu,Virudhunagar,Kariapatti,30
Assam,Karimganj,Karimganj,3
Andhra Pradesh,Karimnagar,Karimnagar,1
West Bengal,Nadia,Karimpur,34
Maharashtra,Thane,Karivali,20
Gujarat,Vadodara,Karjan,11
Maharashtra,Raigarh,Karjat,20
Karnataka,Udupi,Karkal,16
Maharashtra,Solapur,Karmala,20
Uttaranchal,Chamoli,Karn Prayag,33
Haryana,Karnal,Karnal,12
Madhya Pradesh,Dewas,Karnawad,19
Uttar Pradesh,Meerut,Karnawal,32
Punjab,Rupnagar,Karoran,27
Madhya Pradesh,Sagar,Karrapur,19
Punjab,Jalandhar,Kartarpur,27
Tamil Nadu,Vellore,Karugampattur,30
Tamil Nadu,Erode,Karumandi Chellipalayam,30
Tamil Nadu,Coimbatore,Karumathampatti,30
Tamil Nadu,Kanniyakumari,Karungal,30
Tamil Nadu,Kancheepuram,Karunguzhi,30
Tamil Nadu,Salem,Karuppur,30
Tamil Nadu,Kapur,Karur,30
Kerala,Kozhikode,Karuvanthuruthy,17
Karnataka,Uttara Kannada,Karwar,16
Maharashtra,Thane,Kasara Budruk,20
Kerala,Kasaragod,Kasaragod,17
Himachal Pradesh,Solan,Kasauli,13
West Bengal,Uttar Dinajpur,Kasba,34
Bihar,Purnia,Kasba,4
Uttar Pradesh,Etah,Kasganj,32
Orissa,Gajapati,Kashinagara,25
Uttaranchal,Udham Singh Nagar,Kashipur,33
Uttaranchal,Garhwal,Kashirampur,33
West Bengal,Murshidabad,Kasim Bazar,34
Tamil Nadu,Erode,Kasipalayam (E),30
Tamil Nadu,Erode,Kasipalayam (G),30
Madhya Pradesh,West Nimar,Kasrawad,19
Maharashtra,Thane,Katai,20
Bihar,Gopalganj,Kataiya,4
Madhya Pradesh,Jabalpur,Katangi,19
Madhya Pradesh,Balaghat,Katangi,19
Uttar Pradesh,Ambedaker Nagar,Katariya,32
Uttar Pradesh,Azamgarh,Katghar Lalganj,32
Chhattisgarh,Korba,Katghora,6
Uttar Pradesh,Jhansi,Kathera,32
Jammu & Kashmir,Kathua,Kathua,14
Tamil Nadu,Dharmapuri,Kathujuganapalli,30
Bihar,Katihar,Katihar,4
Maharashtra,Thane,Katkar,20
Maharashtra,Nagpur,Katol,20
Tamil Nadu,Vellore,Katpadi,30
Gujarat,Bhavnagar,Katpar,11
Jammu & Kashmir,Udhampur,Katra,14
Uttar Pradesh,Shahjahanpur,Katra,32
Uttar Pradesh,Gonda,Katra,32
Uttar Pradesh,Pratapgarh,Katra Medniganj,32
Jharkhand,Dhanbad,Katras,15
Tamil Nadu,Thiruvallur,Kattivakkam,30
Tamil Nadu,Cuddalore,Kattumannarkoil,30
Tamil Nadu,Tiruchirappalli,Kattuputhur,30
West Bengal,Barddhaman,Katwa,34
West Bengal,North Twentyfour Parganas,Kaugachhi,34
Uttar Pradesh,Aligarh,Kauriaganj,32
Andhra Pradesh,Nellore,Kavali,1
Lakshadweep *,Lakshadweep,Kavaratti,18
Tamil Nadu,Vellore,Kaveripakkam,30
Tamil Nadu,Dharmapuri,Kaveripattinam,30
Orissa,Ganjam,Kavisuryanagar,25
Chhattisgarh,Kawardha,Kawardha,6
Tamil Nadu,Toothukudi,Kayalpattinam,30
Kerala,Alappuzha,Kayamkulam,17
Tamil Nadu,Toothukudi,Kayatharu,30
Uttaranchal,Rudraprayag,Kedarnath,33
Jharkhand,Hazaribag,Kedla,15
Tamil Nadu,Ramanathapuram,Keelakarai,30
Tamil Nadu,Pudukkottai,Keeramangalam,30
Tamil Nadu,Dindigul,Keeranur,30
Tamil Nadu,Pudukkottai,Keeranur,30
Tamil Nadu,Salem,Keeripatti,30
Tamil Nadu,Tirunelveli,Keezhapavur,30
Maharashtra,Raigarh,Kegaon,20
Rajasthan,Ajmer,Kekri,28
Uttaranchal,Udham Singh Nagar,Kela Khera,33
Tamil Nadu,Dharmapuri,Kelamangalam,30
Madhya Pradesh,Shahdol,Kelhauri(Chachai),19
Tamil Nadu,Erode,Kembainaickenpalayam,30
Uttar Pradesh,Rampur,Kemri,32
West Bengal,Barddhaman,Kenda,34
West Bengal,Barddhaman,Kendra Khottamdi,34
Orissa,Kendrapara,Kendrapara,25
West Bengal,Maldah,Kendua,34
Jharkhand,Dhanbad,Kenduadih,15
Orissa,Kendujhar,Kendujhar,25
Karnataka,Bangalore,Kengeri,16
Uttar Pradesh,Jaunpur,Kerakat,32
Karnataka,Bagalkot,Kerur,16
West Bengal,Haora,Kesabpur,34
Gujarat,Junagadh,Keshod,11
Rajasthan,Bundi,Keshoraipatan,28
Orissa,Kalahandi,Kesinga,25
Rajasthan,Ganganagar,Kesrisinghpur,28
Tamil Nadu,The Nilgiris,Kethi,30
Gujarat,Narmada,Kevadiya,11
Madhya Pradesh,Ujjain,Khachrod,19
Uttar Pradesh,Kushinagar,Khadda,32
Maharashtra,Pune,Khadkale,20
Uttar Pradesh,Fatehpur,Khaga,32
Bihar,Khagaria,Khagaria,4
Bihar,Patna,Khagaul,4
West Bengal,Koch Bihar,Khagrabari,34
Uttar Pradesh,Jhansi,Khailar,32
Uttar Pradesh,Aligarh,Khair,32
Uttar Pradesh,Sitapur,Khairabad,32
Uttar Pradesh,Mau,Khairabad,32
Chhattisgarh,Rajnandgaon,Khairagarh,6
Rajasthan,Alwar,Khairthal,28
Delhi *,North East,Khajoori Khas,9
Madhya Pradesh,Chhatarpur,Khajuraho,19
West Bengal,Haora,Khalia,34
Orissa,Bargarh,Khaliapali,25
Orissa,Ganjam,Khalikote,25
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,32
West Bengal,Haora,Khalor,34
Punjab,Fatehgarh Sahib,Khamanon,27
Uttar Pradesh,Sant Ravidas Nagar,Khamaria,32
Gujarat,Jamnagar,Khambhalia,11
Gujarat,Anand,Khambhat,11
Maharashtra,Buldana,Khamgaon,20
Chhattisgarh,Durg,Khamhria,6
Andhra Pradesh,Khammam,Khammam,1
Jammu & Kashmir,Badgam,Khan Sahib,14
Karnataka,Belgaum,Khanapur,16
Punjab,Sangrur,Khanauri,27
Madhya Pradesh,Shahdol,Khand(Bansagar),19
Orissa,Nayagarh,Khandapada,25
Rajasthan,Sikar,Khandela,28
West Bengal,Barddhaman,Khandra,34
Madhya Pradesh,East Nimar,Khandwa,19
Madhya Pradesh,Shivpuri,Khaniyadhana,19
Punjab,Ludhiana,Khanna,27
Uttar Pradesh,Bulandshahr,Khanpur,32
West Bengal,Haora,Khantora,34
Maharashtra,Nagpur,Khapa,20
Gujarat,Surendranagar,Kharaghoda,11
West Bengal,Medinipur,Kharagpur,34
Bihar,Munger,Kharagpur,4
West Bengal,Medinipur,Kharagpur Rly. Settlement,34
Punjab,Rupnagar,Kharar,27
West Bengal,Medinipur,Kharar,34
West Bengal,North Twentyfour Parganas,Khardaha,34
Uttar Pradesh,Mahoba,Kharela,32
Madhya Pradesh,Tikamgarh,Khargapur,19
Madhya Pradesh,West Nimar,Khargone,19
Uttar Pradesh,Gonda,Khargupur,32
Orissa,Nuapada,Khariar,25
Orissa,Nuapada,Khariar Road,25
Assam,Goalpara,Kharijapikon,3
West Bengal,Koch Bihar,Kharimala Khagrabari,34
Uttar Pradesh,Sonbhadra,Khariya,32
Jharkhand,Dhanbad,Kharkhari,15
Uttar Pradesh,Meerut,Kharkhoda,32
Haryana,Sonipat,Kharkhoda,12
Chhattisgarh,Janjgir-Champa,Kharod,6
West Bengal,Hugli,Kharsarai,34
Jharkhand,Pashchimi Singhbhum,Kharsawan,15
Chhattisgarh,Raigarh,Kharsia,6
Assam,Darrang,Kharupatia,3
Uttar Pradesh,Muzaffarnagar,Khatauli,32
Uttar Pradesh,Muzaffarnagar,Khatauli Rural,32
Madhya Pradesh,Dewas,Khategaon,19
Orissa,Nabarangapur,Khatiguda,25
Uttaranchal,Udham Singh Nagar,Khatima,33
Mizoram,Champhai,Khawhai,23
Mizoram,Champhai,Khawzawl,23
Maharashtra,Satara,Khed,20
Maharashtra,Ratnagiri,Khed,20
Gujarat,Kheda,Kheda,11
Gujarat,Sabar Kantha,Khedbrahma,11
Uttar Pradesh,Baghpat,Khekada,32
Jharkhand,Ranchi,Khelari,15
Punjab,Amritsar,Khem Karan,27
Delhi *,North West,Khera Khurd,9
Uttar Pradesh,Agra,Kheragarh,32
Gujarat,Mahesana,Kheralu,11
Maharashtra,Ratnagiri,Kherdi,20
Uttar Pradesh,Kheri,Kheri,32
Rajasthan,Alwar,Kherli,28
Rajasthan,Baran,Kherliganj,28
Rajasthan,Udaipur,Kherwara Chhaoni,28
Uttar Pradesh,Jaunpur,Kheta Sarai,32
Madhya Pradesh,Barwani,Khetia,19
Rajasthan,Jhunjhunun,Khetri,28
Madhya Pradesh,Rajgarh,Khilchipur,19
Madhya Pradesh,Harda,Khirkiya,19
West Bengal,Murshidabad,Khodarampur,34
Chhattisgarh,Koriya,Khongapani,6
Manipur,Imphal East,Khongman,21
Maharashtra,Thane,Khoni,20
Arunachal Pradesh,Tirap,Khonsa,2
Maharashtra,Raigarh,Khopoli,20
Orissa,Khordha,Khordha,25
Jammu & Kashmir,Jammu,Khour,14
Tripura,West Tripura,Khowai,31
Jammu & Kashmir,Pulwama,Khrew,14
Uttar Pradesh,Shahjahanpur,Khudaganj,32
Madhya Pradesh,Rajgarh,Khujner,19
